id,timestamp,sender_id,message,bot_message,uc,outcome,silent,user_intent,user_timestamp_detail,bot_timestamp_detail,wait_time
7,2020-07-13,1762057613861595,Bạn ơi bên bạn còn mẫu này ko ạ,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,query_knowledge_base,2020-07-13 07:13:33,2020-07-13 07:13:36,3.0
7,2020-07-13,1762057613861595,Mình muốn mua cái đai xe máy phane quang,Sản phẩm Đai hiện shop đang *còn hàng*. Mời bạn xem thông tin chi tiết sản phẩm tại link sau ạ!,, ,0,query_knowledge_base,2020-07-13 07:30:34,2020-07-13 07:30:35,1.0
7,2020-07-13,1762057613861595,"Bạn ship giúp mình trong chiều nay dc ko
Mình cám ơn","Dạ, bạn vui lòng chờ trong ít phút nhân viên của shop sẽ phục vụ bạn ạ!^^",,shipping_order,0,handover_to_inbox,2020-07-13 07:31:22,2020-07-13 07:31:22,0.0
8,2020-07-13,3646076928739707,/start_conversation,"Chào Trần Hoài Thương, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",1.1, ,0,start_conversation,2020-07-13 07:20:46,2020-07-13 07:20:46,0.0
8,2020-07-13,3646076928739707,"Shop ơi, bên mình còn sẵn xe đẩy này ko ạ?
https://scontent.xx.fbcdn.net/v/t1.15752-9/105427190_747746172639669_3655270502832131495_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=u8AUcqoVv4IAX-xfmLS&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=b630d2469ffffa744ee3a83809ddd2f1&oe=5F32DF90",Sản phẩm Set Xe đẩy & ghế ô tô kiêm nôi xách tay Zaracos Revo 2506 hiện shop đang *còn hàng*. Mời bạn xem thông tin chi tiết sản phẩm tại link sau ạ!,, ,0,query_knowledge_base,2020-07-13 07:21:28,2020-07-13 07:21:30,2.0
8,2020-07-13,3646076928739707,Mình muốn đến xem ạ,Bạn vui lòng bấm vào sản phẩm để xem ảnh và thông tin chi tiết nhé!,, ,0,query_knowledge_base,2020-07-13 07:21:38,2020-07-13 07:21:39,1.0
8,2020-07-13,3646076928739707,Bên mình buổi tối mở cửa đến mấy giờ ạ?,"Dạ, bạn vui lòng chờ trong ít phút nhân viên của shop sẽ phục vụ bạn ạ!^^",,handover_to_inbox,0,handover_to_inbox,2020-07-13 07:25:21,2020-07-13 07:25:22,1.0
9,2020-07-13,2277432655603314,C ơi bên mình còn xe đẩy v3 k ạ,Sản phẩm Xe Đẩy hiện shop đang *còn hàng*. Mời bạn xem thông tin chi tiết sản phẩm tại link sau ạ!,1.1, ,0,query_knowledge_base,2020-07-13 04:08:31,2020-07-13 04:08:32,1.0
9,2020-07-13,2277432655603314,"/confirm_attribute_value{""brand"": ""Vovo""}",Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,, ,0,confirm_attribute_value,2020-07-13 04:13:48,2020-07-13 04:13:48,0.0
9,2020-07-13,2277432655603314,Cho mình xem các mẫu với ạ,Bạn vui lòng bấm vào sản phẩm để xem ảnh và thông tin chi tiết nhé!,, ,0,query_knowledge_base,2020-07-13 04:14:03,2020-07-13 04:14:04,1.0
9,2020-07-13,2277432655603314,"Mình muốn xe để đi du lịch bạn ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/106544693_271873744114841_1624343888317698884_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=8DTHKfVW0AsAX8lVpT1&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=27ee4b9062656d11c1f323e1c00d8ba2&oe=5F320E99
Xe nhỏ kiểu này này bạn","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",,other,1,query_knowledge_base,2020-07-13 04:14:33,2020-07-13 04:14:36,3.0
10,2020-07-13,3080394978742179,/start_conversation,"Chào Vy Phan, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",, ,0,start_conversation,2020-07-13 03:58:47,2020-07-13 03:58:47,0.0
10,2020-07-13,3080394978742179,Dạ cho em hỏi bên mình có nôi vải valder bản 3 full ko ạ,Bot doing sth,, ,0,query_knowledge_base,2020-07-13 03:59:15,2020-07-13 03:59:16,1.0
10,2020-07-13,3080394978742179,"https://scontent.xx.fbcdn.net/v/t1.15752-9/107809557_713928739385342_5149702556966554031_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=6kOk5_ybgRYAX_IXQzk&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=c11f3b6d8a37a112dca54162af3b4208&oe=5F325C32
Loại này ạ","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,query_knowledge_base,2020-07-13 04:01:03,2020-07-13 04:01:05,2.0
10,2020-07-13,3080394978742179,"/disagree{""object_type"": null}",Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,1.2, ,0,disagree,2020-07-13 04:01:45,2020-07-13 04:01:45,0.0
10,2020-07-13,3080394978742179,/connect_employee,"Dạ, bạn vui lòng chờ trong ít phút nhân viên của shop sẽ phục vụ bạn ạ!^^",,other,1,connect_employee,2020-07-13 04:07:16,2020-07-13 04:07:17,1.0
11,2020-07-13,2991346397652265,/start_conversation,"Chào Linh Nguyen, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",1.1, ,0,start_conversation,2020-07-13 02:20:01,2020-07-13 02:20:01,0.0
11,2020-07-13,2991346397652265,Chào bạn,"Chào Linh Nguyen, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",, ,0,greet,2020-07-13 02:21:28,2020-07-13 02:21:28,0.0
11,2020-07-13,2991346397652265,"Mình vừa gọi điện thoại  hỏi ghế ô tô
https://scontent.xx.fbcdn.net/v/t1.15752-9/107695641_297906418286180_2432312703907140590_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=vAtCBoFdMB4AX-EYLvZ&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=965df3f9c21dbbebbf3601136f5c4f22&oe=5F311BC2
https://scontent.xx.fbcdn.net/v/t1.15752-9/106296611_283754569618630_921710295102774528_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=qdSz63v_kQ4AX8bvlKo&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=841bad5452fda5f61d68ac18164fcc72&oe=5F331127
Mình hỏi mẫu này
Mỗi mẫu 2 chiếc
Nhà mình có sẵn k?",Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,,other,1,query_knowledge_base,2020-07-13 02:22:30,2020-07-13 02:22:34,4.0
