,conversation_id,uc5,outcome,uc4,sender_id,user_message,bot_message,created_time
19,51,,,,3029216237134248,Hi bạn,mình ko còn ạ,2020-08-04T05:44:24+0000
20,51,,,,3029216237134248,,,2020-08-04T05:44:29+0000
21,51,,,,3029216237134248,"Sp này là sp mình đặt mua, sao giao hàng ko đúng vậy bạn",,2020-08-04T05:44:57+0000
22,51,,,,3029216237134248,,,2020-08-04T05:45:22+0000
23,51,,,,3029216237134248,Đây là sp mình nhận đc,,2020-08-04T05:45:29+0000
24,51,,,,3029216237134248,"2 sp khác nhau hoàn toàn về chất lượng, hình dáng và kích thước nha bạn ơi",,2020-08-04T05:46:10+0000
25,51,,silence,,3029216237134248,Mình đã tìm hiểu kĩ sp mới ib shop,,2020-08-04T05:46:30+0000
26,51,,,,1454523434857990,,sr bạn sp bạn hoit là mẫu lego thỏ kèm 32 miếng lego,
27,51,,,,1454523434857990,,bên mình báo giá nhầm sp,
28,51,,,,1454523434857990,,mẫu mình báo 850k là mẫu gấu b nhận,
29,51,,,,1454523434857990,,còn mẫu thỏ là 950k bên mình hết hàng mất r ạ 😞,
30,51,,,,3029216237134248,"mẫu này ko chơi được lego  classic , 
nếu mua mẫu này thì gần nhà mình cũng có ko phải cất công tìm","2 sp này kthc như nhau ạ 
loại b nhận là 160 miếng lego 
b có thêt giữ cho e bé dùng dùm mình đk k ạ 
mình xin lỗi nhân viên mới bên mình báo nhầm mẫu 😞",2020-08-04T10:14:31+0000
31,51,uc_s5.1,,,3029216237134248,nếu bạn có hàng mẫu kia thì mình đổi lại bù thêm tiền,,2020-08-04T10:14:43+0000
32,51,,thank,,3029216237134248,"không có thì mình sẽ trả hàng, bạn ck lại giùm mình, tiền ship mình chịu phí cho. Cảm ơn ban!",,2020-08-04T10:15:12+0000
33,51,,,,1454523434857990,,Vâng e xin lỗi mẫu kia bên e lại hết mất r ạ :(,
34,51,,,,1454523434857990,,"Địa chỉ kho hàng Shop Gấu & Bí Ngô - 0912749696
Số nhà 16 ngõ Đê Quai ÂU Cơ -phường tứ liên - quận tây hồ
(đi hết ngõ 124 Âu Cơ, rẽ trái số nhà 16). Nhà 4 tầng màu vàng bạn nhé
Địa chỉ Hà Nội Lê Chí Nhật Minh ạ

Giờ làm việc từ 8h30- 12h  và 1h30 -  6h00 chiều hàng ngày. Nghỉ chủ nhật ạ",
35,51,,,,1454523434857990,,"A gửi về đây dùm e ạ
Nhận dk hàng e ck lại cho a",
36,51,,shipping_order,,1454523434857990,,E xin lỗi vid sơ xuất nhân viên k để ý kĩ mẫu,
37,53,,,,2316364115097857,Bắt đầu,E cảm ơn a nhiều ạ,2020-08-04T12:58:42+0000
38,53,uc_s5.2,,,2316364115097857,Nôi vải bên mình giá thế nào ạ,,2020-08-04T12:58:51+0000
39,61,,,,1454523434857990,,bạn có ảnh sp k ạ cho mk vs,
40,61,,,,1454523434857990,,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/1454523434857990/posts/2530144333962556/?comment_id=2532377067072616),
41,61,,,,2401014239991134,,"Mẫu NGÔI NHÀ - Quây bóng Toys House gồm 3 size.

. Kích thước 100cm x 132cm x 60cm (gồm 11 cánh và 1 cửa) 
-Gấu & Bí Ngô KM chỉ #950k

. Kích thước 132cm x 132cm x 60cm (gồm 13 cánh và 1 cửa)- Gấu & Bí Ngô KM chỉ #990k

 Kích thước 132cm x 165cm x 60cm(gồm 15 cánh và 1 cửa ) -Gấu & Bí Ngô KM chỉ #1390k-mình hết hàng ạ


Ảnh thật đây ạ: https://www.facebook.com/1454523434857990/posts/2191143281195998?sfns=mo

NẾU CÁC MẸ MUỐN FREE SHIP TOÀN QUỐC ĐẶT LINK DƯỚI DÙM MÌNH NHE : 
https://tiki.vn/quay-cao-cap-hinh-ngoi-nha-toys-house-chinh-hang-th319-102b-p48489553.html?src=search&2hi=0&keyword=Qu%C3%A2y+cao+c%E1%BA%A5p+h%C3%ACnh+ng%C3%B4i+nh%C3%A0+Toys+House+CH%C3%8DNH+H%C3%83NG

https://tiki.vn/quay-cao-cap-hinh-ngoi-nha-toys-house-chinh-hang-th319-122b-p48490900.html?src=search&2hi=0&keyword=Qu%C3%A2y+cao+c%E1%BA%A5p+h%C3%ACnh+ng%C3%B4i+nh%C3%A0+Toys+House+CH%C3%8DNH+H%C3%83NG

https://tiki.vn/quay-cao-cap-hinh-ngoi-nha-toys-house-chinh-hang-th319-142b-p48490570.html?src=search&2hi=0&keyword=Qu%C3%A2y+cao+c%E1%BA%A5p+h%C3%ACnh+ng%C3%B4i+nh%C3%A0+Toys+House+CH%C3%8DNH+H%C3%83NG",2020-08-05T03:10:06+0000
42,61,,,,2401014239991134,"tiếc thế, cái to thì lại hết hàng",,2020-08-05T03:11:18+0000
43,61,,,,2401014239991134,2 quây nhỏ thì lại to quá em à,dạ ko c mua 2 quây nhỏ ạ,2020-08-05T03:13:53+0000
44,61,,,,2401014239991134,thế cái cỡ to có biết bao h có hàng không em,,2020-08-05T03:14:10+0000
45,61,,,,2401014239991134,"cảm ơn em, để chị suy nghĩ thêm cái quây nhỏ rồi báo em sau nhé",dạ e chưa có lịch ve ạ,2020-08-05T03:20:54+0000
46,61,uc_s5.1,,,2401014239991134,phí ship cái quây này về Ngọc Thụy thì bao nhiêu hả em,,2020-08-05T03:21:28+0000
47,62,,,,1926521184126276,B ơi,dạ 50k c ạ,2020-08-05T03:53:28+0000
48,62,,,uc_s4.1,1926521184126276,B còn bộ quây cầu trượt k,,2020-08-05T03:53:42+0000
49,62,,other,,1926521184126276,Cho m đchi m qua lấy với,,2020-08-05T03:53:49+0000
50,64,,,,3201960916557826,Bắt đầu,mình ko còn ạ,2020-08-05T00:43:25+0000
51,64,,,,3201960916557826,https://shopee.vn/%C4%90%C3%A0n-piano-c%E1%BB%95-%C4%91i%E1%BB%83n-k%C3%A8m-Mic-Winfun-2045-i.36371562.4520250642?fbclid=IwAR1rK7yLAROV1RWwEIiwJ5IlFo3mhX6C5Nt9fSTgEAQCUEQByFC-GhjHT-k,,2020-08-05T00:43:26+0000
52,64,,,uc_s4.1,3201960916557826,shop ơi món này còn k ạ,,2020-08-05T00:43:29+0000
53,64,,,,3201960916557826,dạ shop mở cửa đến mấy giờ thế ạ mình muốn qua lấy được k ạ,dạ mình còn ạ,2020-08-05T01:47:41+0000
54,64,,,,3201960916557826,"ui thế mình không kịp qua mất rồi, vậy bên bạn có nhận ship tầm 7h tối được k ạ",dạ 6h b ạ,2020-08-05T01:50:10+0000
55,64,,silence,,3201960916557826,mình ở đường láng ạ,dạ bạn ở đâu ạ,2020-08-05T01:52:24+0000
56,64,,,,3201960916557826,"dạ vâng, đàn có bảo hành không thế ạ",dạ ship 40k b ạ,2020-08-05T04:35:02+0000
57,64,,,,3201960916557826,"bạn ship cho mình lúc 7h tối, địa chỉ số 3/33/44/102 pháo đài láng nhé",,2020-08-05T04:35:54+0000
58,64,,,,3201960916557826,0928.138.348,cho mình sdt ạ,2020-08-05T04:38:49+0000
59,64,,,,3201960916557826,vâng vậy lúc mình mở hàng mà lỗi thì báo lại bên bạn đúng k ạ,"dạ sp đồ chơi ko bảo hành ạk
nếu b nhận hàng lỗi bên mình đổi luôn ạ",2020-08-05T04:39:11+0000
60,64,,,,3201960916557826,có gì kiểm tra sản phẩm trước giúp mình nhé. Mình cảm ơn shop ạ,hoặc nếu khi dùng lỗi do nhà sx bên hãng vẫn hỗ trợ b nhé,2020-08-05T04:39:49+0000
61,64,,,,3201960916557826,"vâng, tổng tiền là 880k+40k = 920k đúng k ạ",vâng ạ,2020-08-05T04:40:56+0000
62,64,,,,3201960916557826,vâng ok  b nha,vâng ạh,2020-08-05T04:41:22+0000
63,76,,,,2257335260995702,Đơn của mình đi chưa bạn ơi?,,2020-08-06T03:13:10+0000
64,76,,,,2257335260995702,Hnay t5 rồi mình chưa nhận đc hàng,,2020-08-06T03:13:22+0000
65,76,,,,1454523434857990,,dạ bên mình gửi chậm b ạ,
66,78,,,,4223165177726026,Bắt đầu,chắc 5-7 ngày b mới nhận dk,2020-08-06T02:21:25+0000
67,78,uc_s5.2,,,4223165177726026,SHop cho mình hỏi giá 3 thanh chắn giường cỡ 1m8,,2020-08-06T02:22:02+0000
68,78,,,,1454523434857990,,"Thanh chắn giường UMOO có giá cụ thể như sau:

1m6 giá 370K / thanh
1m8 giá 400K / thanh
2m giá 430K/ thanh
2m2 460k/thanh


Video sản phẩm tham khảo tại đây: https://www.facebook.com/1454523434857990/posts/2191678854475774?sfns=mo",
69,96,,,,1877164335742677,Gấu ơi,,2020-08-07T02:09:49+0000
70,96,,,,1877164335742677,Cho t xin giá,,2020-08-07T02:10:00+0000
71,96,,,,1877164335742677,Xe lắc Holla với,,2020-08-07T02:10:04+0000
72,96,,silence,,1877164335742677,,,2020-08-07T02:10:14+0000
73,96,,,uc_s4.1,1877164335742677,Cậu còn xe lắc nào nữa k,,2020-08-07T02:10:21+0000
74,96,,,,1877164335742677,Hoặc xe chòi chân (giống xe đạp),,2020-08-07T02:10:29+0000
75,96,,silence,,1454523434857990,,dạ xe mình còn ạ,
76,96,,,,1877164335742677,2t Gấu ơi,bé nhà bạn bn tuổi ạ,2020-08-07T02:20:25+0000
77,96,,,,1877164335742677,Cho t xin giá,,2020-08-07T02:20:28+0000
78,96,,,,1877164335742677,Mình có xe chòi chân nào nữa k ạ,dạ xe 759k ạ,2020-08-07T02:32:06+0000
79,96,,,,1454523434857990,,https://shopee.vn/search?keyword=ch%C3%B2i%20ch%C3%A2n&shop=36371562,
80,96,,,,1877164335742677,Ah thế t có rồi,,2020-08-07T02:34:34+0000
81,96,,,,1877164335742677,T mua nadle bên cậu đó,,2020-08-07T02:34:38+0000
82,96,,,,1877164335742677,Nhg chân bé nhà t ngắn :)) mãiiii k với đc bàn đạp,,2020-08-07T02:34:46+0000
83,96,,,,1877164335742677,Khổ,,2020-08-07T02:34:47+0000
84,96,,,,1454523434857990,,https://shopee.vn/Xe-ch%C3%B2i-ch%C3%A2n-ki%C3%AAm-xe-%C4%91%E1%BA%A1p-Luddy-i.36371562.4039353229,
85,96,,,,1454523434857990,,,
86,97,,,uc_s4.3,2197990686922860,shop còn cốc tập uống richell tay xanh nắp vàng k ạ,xe này 2 tuổi các mẹ mua cho bé dk r đó ạ,2020-08-06T23:30:25+0000
87,97,,,,2197990686922860,mình muốn mua trên shopee mà phân loại ý bị hết shop cập nhạt lại đc k ah,dạ mình còn b ạ,2020-08-07T02:36:50+0000
88,101,,,,1454523434857990,,à sr b mình nhầm mình hết r ạ,
89,101,,,,2522460374433303,cửa mình là 90,,2020-08-07T06:40:21+0000
90,101,,,,2522460374433303,thanh chính là 75 đến 83,,2020-08-07T06:40:39+0000
91,101,,,,2522460374433303,mua thêm thanh chắn 15 cm thì lại dài quá,,2020-08-07T06:41:01+0000
92,101,,,,1454523434857990,,mua thêm thanh 12 b ạ,
93,101,,,,2522460374433303,mình muốn hỏi thanh chắn thêm nó có dịch chuyển được ko,b chỉnh thanh chính đến 78+12 lÀ vừa 90 ạ,2020-08-07T06:42:17+0000
94,101,uc_s5.1,,,2522460374433303,tổng cả hai cái đấy thì bao nhiêu tiền hả bạn,,2020-08-07T06:43:26+0000
95,101,,other,,1454523434857990,,dạ nới roojgn dk ra 84 đó ạ,
96,101,,,,2522460374433303,có km gì ko hả bạn,520+140=660k ạ,2020-08-07T06:48:57+0000
97,101,,,,2522460374433303,,DẠ giá này giá KM bên mình r ạ,2020-08-07T06:54:35+0000
98,101,,silence,,2522460374433303,cái này là thấp nhất,,2020-08-07T06:54:51+0000
99,101,,,,2522460374433303,kích thước,,2020-08-07T06:54:59+0000
100,101,,,,2522460374433303,hay kích thước này mới chuẩn,,2020-08-07T06:55:14+0000
101,101,,,,2522460374433303,,,2020-08-07T06:55:23+0000
102,101,,silence,,2522460374433303,74-85,,2020-08-07T06:55:52+0000
103,101,,,,2522460374433303,hay 85-99 cửa chính,,2020-08-07T06:56:15+0000
104,101,,,,1454523434857990,,74-85 b ạ,
105,101,,,,2522460374433303,ok,đến 99 là thêm thanh nối 12 đó ạ,2020-08-07T06:57:22+0000
106,101,,,,2522460374433303,bên bạn có đai chống gù cho em bé ko,,2020-08-07T09:13:18+0000
107,101,,silence,,2522460374433303,ok bạn,Bên mình không có đai chống gù ạ,2020-08-07T09:20:21+0000
108,106,,,,3178707228870384,Shop ơi,,2020-08-07T10:08:18+0000
109,106,,,uc_s4.2,3178707228870384,Cũi vải mình còn k,,2020-08-07T10:08:39+0000
110,108,,,,3018917658231383,Xin chào shop,Mình ko còn ạ,2020-08-07T10:57:24+0000
111,108,,,uc_s4.1,3018917658231383,Bên mình còn ngựa bập bênh đa năng không ạ,,2020-08-07T10:57:35+0000
112,108,,other,,3018917658231383,Cho mình xin ảnh được k ạ,Dạ mình cong ngựa toys house 499k ạ,2020-08-08T00:40:09+0000
113,110,uc_s5.2,,,1736701009735895,Máy giặt mini doux giá bn vậy shop,,2020-08-08T01:42:53+0000
114,110,,,,1736701009735895,Chỗ nước chảy ra ở đâu vậy b?,Dạ 2990k ạ,2020-08-08T01:48:44+0000
115,110,,silence,,1736701009735895,Mua máy có ống ko shop,Dạ mình lắp nguồn nc vào và ra ạ,2020-08-08T01:57:04+0000
116,110,,,,1736701009735895,Hay mình fai tự mua riêng,,2020-08-08T01:57:12+0000
117,116,uc_s5.3,,,3359095957445726,Báo giá giúp mình ghế ăn của Umoo. Shop có hàng của Mastela premium hình dáng giống hệt như ghế này của Umoo k?,Ống,2020-08-08T03:11:36+0000
118,116,,,,1454523434857990,,Dạ có bạn ạ,
119,116,,silence,,3359095957445726,"Ủa, mình thấy trong post là 13xxk mà",Umoo 1400k,2020-08-08T03:13:46+0000
120,116,,,,3359095957445726,"Mình thấy có ghế của mastela cũng tương tự vậy, thì so với umoo thế nào b?","À mk nhầm
1390 k",2020-08-08T03:16:22+0000
121,116,,silence,,3359095957445726,,,2020-08-08T03:16:27+0000
122,136,,,,2087344748000184,shop ơi,,2020-08-08T10:26:33+0000
123,136,,,uc_s4.1,2087344748000184,còn xe lắc k ạ,,2020-08-08T10:26:38+0000
124,141,,,uc_s4.2,3294870753919627,Shop ơi shop còn thảm silicon cho bé chơi k ạ,Dạ mk còn ạ,2020-08-09T03:56:20+0000
125,141,,,,3294870753919627,Shop ui,,2020-08-09T09:16:05+0000
126,141,,,,3294870753919627,Vâg,dạ mình ko còn ạ,2020-08-10T02:50:04+0000
127,153,uc_s5.2,silence,,2634300999943156,Shop cho m hỏi máy tạo ẩm babymood bn vậy ạ,"Chào Nguyễn Anh, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-10T11:25:33+0000
128,157,,,,3757300294286318,Get Started,dạ 2100k ạ,2020-08-11T02:51:34+0000
129,157,,,,3757300294286318,,,2020-08-11T02:51:37+0000
130,157,,,uc_s4.1,3757300294286318,M còn sẵn ghế này k ạ?,"Chào Như Quỳnh, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-11T02:51:45+0000
131,157,,silence,,1454523434857990,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",
132,157,,,,1454523434857990,,,
133,157,,,,1454523434857990,,...,
134,160,,,,3421019191289099,Get Started,dạ mình hết r ạ,2020-08-11T03:19:25+0000
135,160,uc_s5.1,,,3421019191289099,"hi, ib mình giá bàn lego nhé, cả phí ship vào hcm hen","Chào Nguyen Thi Bich Mai, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-11T03:19:43+0000
136,160,,silence,,3421019191289099,okie,"Dạ, bạn vui lòng chờ trong ít phút nhân viên của shop sẽ phục vụ bạn ạ!^^",2020-08-11T03:20:09+0000
137,160,,,,1454523434857990,,dạ 850k ạ,
138,162,,,,3299991010056948,,ship khoảng 120k b ạ,2020-08-11T03:54:59+0000
139,162,,,,3299991010056948,Bắt đầu,,2020-08-11T03:54:59+0000
140,162,,,uc_s4.1,3299991010056948,Bộ này còn k,"Chào Mai Anh, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-11T03:55:07+0000
141,162,,,,3299991010056948,Giá như nào shop,,2020-08-11T03:55:13+0000
142,162,,silence,,1454523434857990,,Sản phẩm bạn đang tìm có phải là?,
143,190,,,,1887513151372314,Get Started,mình không còn ạ,2020-08-12T03:33:14+0000
144,190,uc_s5.2,,,1887513151372314,máy hút sữa medela phiên bản rút gọn bnhieu tiền vậy shop?,"Chào An Nhiên, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-12T03:34:02+0000
145,190,,,,1887513151372314,Không đúng!,Có phải bạn muốn hỏi hãng sản xuất sau không ạ?,2020-08-12T03:34:32+0000
146,190,,,,1454523434857990,,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,
147,190,,,,1887513151372314,ko có máy medela hả shop,,2020-08-12T03:37:09+0000
148,190,,,,1454523434857990,,"Dạ, bạn vui lòng chờ trong ít phút nhân viên của shop sẽ phục vụ bạn ạ!^^",
149,194,,,,1454523434857990,,dạ mình ko có ạ,
150,194,,,,1454523434857990,,kệ xanh 750k,
151,194,,,,1490594154399399,Kệ nào nhiều chức năng hơn b ơi,kệ đỏ 499k ạ,2020-08-12T07:10:33+0000
152,194,,,,1454523434857990,,có thể dùng cho brd tập đi,
153,194,,,,1454523434857990,,kệ xanh b nhe,
154,194,,,,1454523434857990,,kệ chơi,
155,194,,,,1490594154399399,,có nhạc,2020-08-12T08:12:53+0000
156,194,,,,1490594154399399,M lấy kệ xanh nhé,,2020-08-12T08:13:06+0000
157,194,,,,1490594154399399,Shop có đồ chơi gì cho bé 5 tháng hok b,,2020-08-12T08:13:17+0000
158,194,,,,1490594154399399,M hok lấy kệ xanh nhé b,,2020-08-12T08:14:57+0000
159,194,,,,1490594154399399,,,2020-08-12T08:16:12+0000
160,194,,,,1490594154399399,Bộ này kt bnhiu b ơi,,2020-08-12T08:16:20+0000
161,194,,,,1454523434857990,,https://shopee.vn/shopgaubingo,
162,194,,,,1454523434857990,,,
163,194,,silence,,1454523434857990,,b xem libnk đồ chơi dùm mk,
164,194,,,,1490594154399399,Cảm ơn b,quây kt 1m8x2m ạ,2020-08-12T08:16:41+0000
165,194,uc_s5.1,,,1490594154399399,Giá quây bnhii vậy b,,2020-08-12T08:16:47+0000
166,194,,,,1490594154399399,Nhựa gì b ơi,4400k full set ạ,2020-08-12T08:17:34+0000
167,194,,,,1454523434857990,,nhựa nguyên sinh an toàn b ạ,
168,194,,silence,,1490594154399399,"Có cả bóng, ngựa thảm hả b",à mình nhầm bộ đó 3400k,2020-08-12T08:20:42+0000
169,198,,,,2526413294066272,Bắt đầu,VÂng y hình đó ạ cả cầu trượt xích đu,2020-08-12T08:58:23+0000
170,198,,,uc_s4.1,2526413294066272,bên shop còn ghế ăn dặm trung bày thanh lý không ạ,"Chào Chi Tran, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-12T08:58:39+0000
171,198,,,,1454523434857990,,Sản phẩm Ghế Ăn hiện shop đang *còn hàng*. Mời bạn xem thông tin chi tiết sản phẩm tại link sau ạ!,
172,198,,,,2526413294066272,Màu Be Sáng,Hiện tại sản phẩm Ghế Ăn   shop đang có những *màu* sau ạ:,2020-08-12T09:16:11+0000
173,198,,,,1454523434857990,,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,
174,201,uc_s5.2,,,4449764545041197,B ơi xe tập đi đèn nhạc mastella bn tiền có sẵn ko ạ,,2020-08-12T01:22:35+0000
175,201,,,,4449764545041197,Ship hà nội trong ngày đc k,,2020-08-12T01:22:42+0000
176,201,,,,1454523434857990,,mình sẵn hồng ạ 529k,
177,201,,,,4449764545041197,Ồ nhà mình bé trai hồng ko thích hợp rùi ^^,bạn cần giao ve đâu ạ,2020-08-12T01:37:29+0000
178,201,,,,4449764545041197,Cám ơn b nhé,,2020-08-12T01:37:35+0000
179,201,,,,1454523434857990,,bên hãng còn đen vs nâu ạ,
180,201,,,,4449764545041197,,mifh giao dk trong ngày ạ,2020-08-12T09:15:02+0000
181,201,uc_s5.1,,,4449764545041197,B ơi cái này thì bn tiền,,2020-08-12T09:15:36+0000
182,201,,,,4449764545041197,Xuất xứ nước nào nhỉ,,2020-08-12T09:16:29+0000
183,201,,,,4449764545041197,Đằng dưới có bình chống lật ko?,,2020-08-12T09:17:27+0000
184,201,,,,1454523434857990,,dạ 549k ạ,
185,201,,,,1454523434857990,,hàng chính hãng winfun ạ,
186,201,,,,4449764545041197,"Ah kiểu như khi bé vịn vào để đứng lên ý, thì nhẹ quá sẽ dễ bị tùng bê ý! Nên mình thấy có loại xe ở phìa mặt sau có bình để nước/ cát để chống lật ấy",mình chưa hiểu bình chống lật b nói ạ,2020-08-12T12:09:07+0000
187,201,,,,4449764545041197,Xe tập đi này có màu gì ah b,,2020-08-13T01:37:50+0000
188,201,,other,,1454523434857990,,dạ xe có 1 màu ạ,
189,201,,,,1454523434857990,,vì xe thiết kế dành cho e  bé tập đi nên k sợ ạ,
190,201,,,,4449764545041197,Uh thế trong ngày b ship cho mình đến số 10 Nguyễn Cơ Thạch đc ko,"bên m,k bán nhiều r nhưng chưa từng bị htuong như b nói",2020-08-13T01:43:52+0000
191,201,,,,4449764545041197,0973858486,,2020-08-13T01:43:58+0000
192,201,,,,4449764545041197,1 xe tập đi winfun,,2020-08-13T01:44:10+0000
193,201,,,,4449764545041197,Ok,dạ ship 35k nha b,2020-08-13T01:44:36+0000
194,208,,,,2854846557953135,,,2020-08-13T04:39:34+0000
195,208,,,uc_s4.1,2854846557953135,Ghế này còn ko ah,"Chào Tạp Hoá Nhà Hí, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-13T04:39:40+0000
196,208,,,,2854846557953135,Không đúng!,Sản phẩm bạn đang tìm có phải là?,2020-08-13T04:40:05+0000
197,208,,,,2854846557953135,Không đúng!,,2020-08-13T04:40:06+0000
198,208,,,,2854846557953135,,,2020-08-13T04:40:08+0000
199,208,,,,1454523434857990,,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,
200,208,,,,2854846557953135,Ghế ăn,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,2020-08-13T04:40:14+0000
201,208,,,,2854846557953135,Mình gửi hình r đó ạ,,2020-08-13T04:40:25+0000
202,208,,,,2854846557953135,Không đúng!,Sản phẩm bạn đang tìm có phải là?,2020-08-13T04:40:51+0000
203,208,,,,2854846557953135,Không đúng!,,2020-08-13T04:40:52+0000
204,208,,,,2854846557953135,Không đúng!,,2020-08-13T04:40:52+0000
205,208,,,,1454523434857990,,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,
206,208,,silence,,1454523434857990,,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,
207,208,,,,2854846557953135,Shop ơi,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,2020-08-13T04:47:36+0000
208,208,,,,2854846557953135,,"Chào Tạp Hoá Nhà Hí, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-13T04:48:08+0000
209,208,,,,2854846557953135,Mình cần hỏi mua ghế này,,2020-08-13T04:48:13+0000
210,208,,,,1454523434857990,,mình không có ạ,
211,208,,,,1454523434857990,,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/1454523434857990/posts/2538416903135299/?comment_id=2539255386384784),
212,215,,,,2010562035727727,,dạ 850k ạ,2020-08-13T09:37:51+0000
213,215,,,,2010562035727727,Chai này bn ahop ơi,,2020-08-13T09:37:58+0000
214,215,,,,1454523434857990,,dạ 130k b ạ,
215,215,,,,2010562035727727,Màu hồng ý,màu cam1 40k,2020-08-13T09:38:35+0000
216,215,,,,2010562035727727,,vâng 130k ạ,2020-08-13T09:40:53+0000
217,215,,,,2010562035727727,Cầu trượt này bn,,2020-08-13T09:41:01+0000
218,215,,,,2010562035727727,,dạ 470k ạ,2020-08-13T09:42:15+0000
219,215,,,,2010562035727727,"Oh đàn này bé 1,5 tuổi",,2020-08-13T09:42:23+0000
220,215,,,,2010562035727727,Đã biết chơi chưa nhỉ,,2020-08-13T09:42:31+0000
221,215,,silence,,2010562035727727,Ở ngoài to ko bạn,dạ được r b ạ,2020-08-13T09:45:12+0000
222,215,uc_s5.1,,,2010562035727727,Bộ này bao tiền,,2020-08-13T09:45:20+0000
223,215,,,,2010562035727727,,dạ y hình đó b ạ 880k ạk,2020-08-13T09:46:07+0000
224,215,,,,2010562035727727,Bộ này nữa bạn,,2020-08-13T09:46:16+0000
225,215,,,,2010562035727727,Trên face ko thấy đề giá,,2020-08-13T09:46:25+0000
